worker_id,task_id,task_response_id,tweet_id,text,username,bio,Categorize the tweet
XKEQPPFJWHY9,377c048d-b5ad-4b40-ae88-2d72f22a8ae2,0845064b-e194-4c78-a51e-b8d32bbd2470,1540795319754956802,Thank you to the guy who climbed that bridge in DC to protest the overturn of Roe v Wade &lt;3,JediAmanda,"Classical Vocalist, Voice Actor at Siren VO, Part of WMGSO, Streamer.",Pro-choice
2AZWNZRTVACE,68a5b4c9-bac6-4b49-aa3d-72c134620d87,084915eb-350a-4e65-9ff5-2b8aaaef8c68,1540796587949101058,"i'm ready to throw away my quest 2, disgusting https://t.co/y8lxtJQ34z",iggi_vr,🎔 𝕚𝕘𝕘𝕚 🎔 🎔she/her 🎔🎔🎔🎔🎔 artist//creative 🎔🎔 here for vrchat 🎔🎔🎔🎔 non-profity science things during daylight hours 🎔🎔 new to twitter 🎔,Pro-choice
DK4H9CMZRWET,3bc2e836-300b-495f-9e7d-086bee2c1e67,0863c35c-a0b9-49dd-947a-2d241541b448,1540795870819540994,@pryboy @SethAGinger @ggreenwald @gaywonk They are already pushing for a federal abortion ban if they win back Congress,Pinkham_Artemis,,Pro-choice
R7XYZ4FKMFF9,5d85eb58-67a9-4194-b72e-4e4053394f49,0870e24a-fdfd-4dbe-a553-6b372bbec3bf,1540795138577817601,@JaneyGodley The problem is that reproductive rights have been under attack in the US for decades. They played a lo… https://t.co/pLlpjKgmew,trishintheuk,Feminist; she/her; back in the UK after 22yrs; Mom/Mum of a special daughter with a traumatic brain injury #TBI #BLM #PRIDE @trishbutlerauth #RedwayAcres,Pro-choice
Z239E43AATKE,c6dc4302-ea07-4b01-8600-b305c9d2e40f,0883fa9f-d600-402a-a528-6e9c94da1204,1540795790481932289,"@OleanderNectar Abortion is racist.
The KKK was entirely made up of Democrats.
Planned Parenthood, Margaret Sanger,… https://t.co/wspdL9yANE",null_space,"An aspiring slave. #Christ.

Truth in Good Faith
over
EVERYTHING

#OneSevenTwoNine #CabinDAO #UDFam",Pro-life
T3RMAEPRMD6J,b7a44cb7-3fc4-4613-a903-643ab59750f2,0896ab6e-3f56-4331-ade3-31f4a09ae306,1540795849537486850,"@VP How can you encourage abortion when it can be curbed by applying protective measures to avoid pregnancy, you ca… https://t.co/Dea0F1io5s",Patrick66750581,,Pro-life
T3RMAEPRMD6J,79307a58-b627-4036-bbc0-4cf666032518,08a93f31-6457-4e42-b912-ebefb22f93d2,1540794879281811457,"They're coming to take away your Rights! 
In case the apathetic &amp; wilfully ignorant have woken up.

#FoxNews… https://t.co/jKhx9Z5FZF",ahmjus,"Pinned tweet. 
Politics*Nature*Critters*Art 
Remember the Dachau Dems.
Sen. Mallory McMorrow * Rep. Katie Porter
🦉Dem Women 💃",Pro-choice
FQG6KZ9NADDZ,311b81ad-b955-4a79-b5e8-2db6dd79d2b7,0910ee5d-b260-4d61-8639-c8bbf777a094,1540795828276797442,@Jennfrhi @MariahCarey Pharmaceutical abortions are why the 20 somethings of today treat abortion like contraception. Sad but true.,titans4eva,"Just an analog guy in a digital world. Been proudly Deplorable since before it was fashionable. Ultra MAGA to the end. Pronouns are for tombstones, baby.",Pro-life
WFRWYPY7XZJ9,dce17d59-1067-4b18-94ca-ab1247357863,0950a5a8-557b-43ba-92bb-8a1a91b3a707,1540796196180066306,"Be responsible,  spread this information.  Less than $12 at walmart or almost any drugstore. No pregnancy, no abort… https://t.co/hJuwPVegp2",AintTiredYet,Free thinker,Pro-choice
QEZAEMV2WF9D,7a08a2f0-f432-489f-ae36-0809cb5e8915,09eecb29-539d-4b6b-a205-ba78eb04aa07,1540795348288999425,absolutely love seeing all my former Catholic school classmates who were pro-life being outraged about Roe v. Wade… https://t.co/xajHqB0Ftv,annabhier,she/they,Pro-choice
VNAQPVX4R36A,5fee36ed-4245-4c10-b50a-e3cc2005ddc1,0a818111-461e-486d-b540-136570944fe7,1540796046816661506,@VoteGloriaJ Try to compare to the Taliban try getting a abortion there. Move there and find out. The home of missi… https://t.co/vUB6ZGKMxs,Edward85551058,flying my  fpv drone and camera drones. investing and doge. and space missions.,Pro-life
T3RMAEPRMD6J,51075885-2710-4f1e-88a4-fc149c0bbcd9,0a93a602-12ab-49c5-a7db-284ff8cb1b74,1540795872220413952,"@SaintHoax Thank you,
#Evangelicals
#Catholics
#Christians who are #AntiChoice regardless of circumstances.

#Jesus… https://t.co/qpXBIyP1G7",RealYeshua1,"Yeshua HaMASHiach 
Faithful & True; 4 real
♩After All (Al Jarreau);
♩This is Me. 
Yes, this would be grievously blasphemous if I were not
truly hymn.
Masked.",Pro-choice
Z6J69GNZYEXY,bdde8f18-52a6-4053-8e2b-18b6a3dc1d5c,0aca0a58-cbaf-42c3-b436-0a09a102edae,1540794440792408065,"More proof that #BrettKavanaugh always has been and still IS A LIAR! 

https://t.co/uRudfElL5q",cdbrzezinski,Human Being. #CodeRedForHumanity #ClimateEmergency #MedicareForAll #End4ProfitWars #PromotePeace #RCV #VoteByMail #BlackLivesMatter #MMT,Pro-choice
DPNAMHPJRREC,addf0029-b186-4799-9d7c-22f46247d6fe,0aea047e-1e6d-46c7-bf3e-09923601d62d,1540794366708555779,@SueZieCue So you should still be against Roe v. Wade because clearly there’s nothing in the constitution to suppor… https://t.co/eNIJPb30e6,jpans20000002,Cat girls and Twitter bans fuck it round 10,Pro-choice
Z6J69GNZYEXY,174c60a3-41cb-4a96-9a88-5475772bff7e,0b11ef84-8b79-4d37-8f61-9e0f83cc09da,1540795401434832897,@SuperStarSethB @WatchyWatcher @LanceStorm @supertaunt I'm mad that overturning Roe v Wade is making it legal for s… https://t.co/HsEprV3JEX,jcmanke,"I write code and watch wrestling. Tweets are much more likely to be about the latter. #fWf founding member, allegedly a bot. Pronouns in bio: he/him/his",Pro-choice
VME4939DFDXR,e1795a07-3605-4c50-b374-4bde7a8c0577,0b4c745d-89bf-44cb-a9be-340f230c5c7c,1540795780318896128,"@blowandpuffs It isn't even in the constitution hence why Roe V wade was overruled. Again, abortion being killing o… https://t.co/wv7rGCdxdV",h8techan,hager 🦆🪖🪶🍘 | imagine getting refuted by a cat page lmao,Pro-life
R7XYZ4FKMFF9,d212b6d1-b6bc-4b3f-9f59-d02058f2ba3c,0b5df8b8-f16e-4ec1-9744-13cbef51f1cd,1540794570287460355,Welcome to birthing in America now that Roe vs. Wade was struck down. This is what happens when a country is ruled… https://t.co/S66TdNWghD,starrgazze,"“Come into my web,” said the spider to the fly.",Pro-choice
4TG67HVWJNDP,14ea975d-1c53-4b54-9391-79112c38f208,0b6e2eef-2020-49c6-ba96-c7add687e81f,1540795733988605956,@KyleBucalo @WillWilburforce @46Is_A_Zero @Abiigaiiiiil @sdkeithk @ruby51x @StephenKing The explanation is thus to… https://t.co/ZvuUR3y5ZJ,CrummyJoker,"Life is crummy...
I love it!",Pro-choice
2AZWNZRTVACE,73cdb1ca-6f93-4ca6-b1df-e3b6b5334495,0bf7fe1e-9314-4b69-9dd9-ed81609e9e0c,1540796094598115328,@GeekToyLove And how many people traveling for an abortion could afford to relocate to and live in MA?,CaptainPeyote,"Pretengineer, amateur leftist, pop science aficionado, secular humanist he/him.  No war but class war!",Pro-choice
2AZWNZRTVACE,112f95d6-70b5-4495-8565-24b339f8e2e0,0c09e9cb-2ded-4ae2-b88a-78f6583acfab,1540796234864046081,China having abortion doesn’t magically make them better than us like the camps and other human rights violations d… https://t.co/UE9xpOKyEu,Lonelystarrd22,"He/Him A mixture of shitty memes, Hip hop love, Progressive politics, and dyslexia. 🍑 🍑🍑 Rainbow 🌈 Coalition My Mill Stays Grinding That Spice",Pro-choice
FPMCK2P37RW2,a8fd2237-ac30-4ad2-94ce-cf3887895c0b,0c3a96e7-97d7-4b94-afc1-6a6af6cc3c9d,1540796211904389121,p4 I have no self righteous opinion to share about my personal views on abortion.  My heart feels a little broken r… https://t.co/ttdSjtgmK1,emmolivia,"just a soul visiting earth & having a human experience , 3 Солнца 3 Луны .",Pro-choice
FPMCK2P37RW2,0627bec4-f51d-4642-bbf7-a914483d068e,0c7a36d0-574e-4b29-9c18-62bc19c19a0c,1540795734546698240,It's no one else's business why a woman has an abortion. And the 14th Amendment protects women from stipulations. Y… https://t.co/JIepMSSVnt,boltsbucsbabe,"Stephanie.
Mom. Photographer. Pot Enthusiast. Fairgrounds Trulieve. Dem/Lib/Bi. #GoBolts #GoBucs  #DGL #1025TheBone LateBloomingMom on Instagram.",Pro-choice
DPNAMHPJRREC,cb7524b0-19e2-4a2d-a024-a8acb296944e,0cbae42e-ece7-4960-b831-b8a747fe0d57,1540796213896704003,"Here's some fun quotes for Roe v. Wade lunatics today

Read, if you think you know what the law and Constitution say https://t.co/nLJUILIZWo",DrewGalyen,Officially given up on college/ASU sports,Pro-life
CAG2KV7YTM69,90498e53-ca30-43aa-b93a-5809a170c0d4,0cddbad8-0d87-470e-bf28-6a68e0c01877,1540795934233313282,"@Annakhait I agree there's such a things such as condoms or birth control, but abortion is something that should never be a option",Jesussaves8606,Put God first and all falls in place,Pro-life
VHYWA473JMK3,4ce8e4a3-af4a-4d34-b0fb-129698a71442,0d278513-ec8e-417d-ac96-3edd612b6161,1540796220473589761,@burner322 @Oddone_20 @fredlikestacos @TristanSnell @MSNBC Read the 14th amendment and tell me where you get anythi… https://t.co/NvXXopzss1,BrugeHiplo,Channel 5 television & film critic.,Pro-life
QEZAEMV2WF9D,b3168127-8c6f-48a7-89ff-e9ebcd1033f7,0d7161fc-3c13-4cb4-9d09-13fd5a929e2b,1540794981073334272,"US supreme court overturns abortion rights, upending Roe v Wade https://t.co/1RvaRtSpV8 Firstly the present US Supr… https://t.co/s6JQFKkepB",PaddySingh13,Say thing upfront and not behind anyone's back. Have courage of moral conviction,Pro-choice
7R2NKCJQNXPP,d1aa2977-f3da-4c53-8d0a-2d7575292e93,0df161be-cc5e-4610-adc0-f238bde7d9d1,1540795955741544450,Same. It's me. I'm pro-abortion. I couldn't care less WHY you want or need one. You should ALWAYS be able to access… https://t.co/UxeckudY2R,SendrilesWench,"she | her | they | them

Nerd. Braider. Amateur Art Historian. All around weirdo. Owner of a majestic noodlehorse. 30s

Tweets represent myself only.",Pro-choice
QEZAEMV2WF9D,38b24d3e-2263-40b6-a139-c2c0200f0eef,0e754398-1796-488b-aa9a-aa8952187c1e,1540794764408147968,If you support roe vs wade being overturned go ahead and unfollow me,blaketeddyruiz,"It doesn't matter how much you love, but how much you're loved by others.",Pro-choice
DK4H9CMZRWET,159d5862-e2c1-4ce3-9429-318ca6cccbb3,0eaab089-5ca4-48a0-b5cb-c1e4dafaa9ef,1540795887424745472,just sobbing at all of the footage of the police brutalizing WOMEN at abortion protests. this is scary and this is real.,idontknowwwwww9,,Pro-choice
DPNAMHPJRREC,116c94f9-0899-49e3-9b24-90bb6f3c19de,0ec2a242-f98a-401c-9d19-84068a78acbb,1540796159546884096,"@thebiggtc @MLB Your gif game is terrible, but you're a great poster-child for why Roe v Wade should've been upheld.",Brian88Harris,"I believe in humanity, but some of you still like Pizza Hut and that makes it really really hard.",Pro-choice
XJKGQQWFXKTX,12c1075e-c300-4e2b-8cfa-78c14fa6663e,0ee545e9-01a2-4144-9a86-016d8e25c3c8,1540795723729338368,@midlifewomanon1 @CharlieCrist Sound like you are pro-abortion--Infanticide.,WandaWy18132190,MFTA Independent conservative,Pro-life
7R2NKCJQNXPP,768ae016-e7f5-4a95-a610-ebe7bcb57ced,0f13f032-d976-4e2e-9246-401796f1e73b,1540795803081531394,Studies show there is a direct correlation between supporting abortion and being fat and ugly.,CovfefeMichael1,"Outspoken conservative. If you have to silence the opposition, it means your ideas suck. #IFBAP",Pro-life
R7XYZ4FKMFF9,267039e6-4d60-4904-9725-0acfd2d3b9ec,0f2458f3-27fa-4166-874d-7bfd2b3518ca,1540795917615464452,"@InezFeltscher Interview my friend, Christi! 
“I guess I’m really glad my biological parents didn’t choose abortion… https://t.co/dYZo3OsCrq",AuthorCAL,"#ChildofGod, mother, friend. Stumbled into a #memoir writers' workshop and have been stuck in the genre ever since. Life is a precious gift, so #prolife.",Pro-life
2AZWNZRTVACE,034b1e9f-ee6e-4b2c-9341-ef360caeafbf,0f28d78f-c23b-4617-aa1a-26f8fd95afa4,1540795688019038210,@luojiwansui @CheesecakeGunty @Kelly3132 @AnthonyCabassa_ @VenturaReport I highly agree but you can't convince thes… https://t.co/9xSJZKZDSa,SaltySailorTV,Veteran | You can call me Salty | F4F for Vets | @regimentgg,Pro-life
AMXMPYF9CYAJ,8818d89c-b956-4a84-9fbc-cd36309d6add,0f3fb52f-7a28-4ab1-968f-da0f2391cb0f,1540794122734161921,I know that it's a scary time rn but I'm begging yall to check local news sources before saying a state doesnt have… https://t.co/zqPQlat2eu,FromSolaris,24 | ⚢ | 🔞 Age in Bio pls 🔞 | I wish I had any answers for what I'm doing,Pro-choice
R7XYZ4FKMFF9,4f01abf0-7009-4518-996e-bbb0d3d5956c,0f61a808-8990-4560-b8a2-8f41578aca17,1540795688170115072,@TristanSnell The constitution was written in the 1780s. It doesn’t mention a lot of things. Abortion was legal when it was written,Elenaspeech,"Quiet til I get to know you, then I won't shut up!",Pro-choice
7R2NKCJQNXPP,27d83f21-8a91-4a96-9ffa-accf525ec8c9,0f9e10f3-2893-4979-a589-a62316a56062,1540795176213393414,Why are you as a man posting memes about roe v wade being overturned on your instagram story… like what abt this is funny to you🧐,lemonheadgirI,Shut up weirdo,Pro-choice
T3RMAEPRMD6J,d9bfa08a-cd60-4a39-a079-8339aa89bf8f,0fe27df7-7a65-4a89-9431-c0e9651d2a7f,1540795854184976389,@Shelley23529622 @DaniTrussell71 @ExoticTlaloc @Christinekk2022 @MariahCarey Who said I was left? And rationally? I… https://t.co/1m5jW1sjvE,grandall95,He/They – I’m just me! Out and proud 🏳️‍🌈🌈👨🏻‍❤️‍👨🏻,Pro-choice
9R3XRNAAW7RR,16dcf55a-d2a9-4cb4-a4b7-076f856a8991,0fe632b9-45a7-4689-97f6-619aa1c4f96e,1540793883809832960,This piece of shit GOP minority leader Kevin McCarthy praised the corrupt supreme Court's decision on overturning R… https://t.co/sk8rut7vzw,Mike88972140,,Pro-choice
AMXMPYF9CYAJ,f0cc8c7f-7f5c-4f0d-ad03-4fc01b01fcd3,10b31fa1-fe83-4826-aed4-8c8f63c3fa5f,1540796146112765954,"@marcusallencat @KatieforMD Hell. No.

Maryland must be a safe haven. I’ve fought for more than 20 years in public… https://t.co/Q6dxp7knFP",BrownforMD,"Congressman running for Maryland Attorney General.

Father, husband and former Army Aviator.",Pro-choice
Z6J69GNZYEXY,7d9b70f8-3948-4bd1-8707-b2b77742967b,10cb53df-1c14-4ab2-b805-3e74dae7a9a5,1540795805975470083,@2020eScribbles @FrStevePullis @March_for_Life When you're in control of your body and capable of exercising choice… https://t.co/C9yAMDbW5l,SarahSmiles2653,"If you're really capable of exercising choice, you don't need abortion.",Pro-choice
R7XYZ4FKMFF9,8e0e87a6-577c-4612-8189-4bb9916234ab,111b3616-eceb-40df-a94a-f9de1e796312,1540796560094572544,Minority pregnancies have a mortality rate 3X HIGHER than white pregnancies in the United States. The decision to o… https://t.co/ENXq3NMLz7,the3rdddpete,the party never ends • George 💚 • 𝟡𝟡𝟡 • #ALLABOUT18☘️,Pro-choice
